# Thermal sigma v for some different final states
# The final states are:
# Case 1: PDG = 12
# Case 2: PDG = 15
# Case 3: PDG =  6
# Case 4: PDG = 24
#  i     Mass [GeV]      sigvmid_1     sigvperr_1     sigvmerr_1      sigvmid_2     sigvperr_2     sigvmerr_2      sigvmid_3     sigvperr_3     sigvmerr_3      sigvmid_4     sigvperr_4     sigvmerr_4, sigv in units of cm^3/s^1
  98   0.106277E+04   0.436488E-25   0.121128E-26  -0.935530E-27   0.436467E-25   0.121317E-26  -0.928479E-27   0.436465E-25   0.121316E-26  -0.928474E-27   0.436462E-25   0.121316E-26  -0.928469E-27
  99   0.159416E+04   0.434323E-25   0.120527E-26  -0.930889E-27   0.434302E-25   0.120715E-26  -0.923872E-27   0.434299E-25   0.120715E-26  -0.923868E-27   0.434297E-25   0.120714E-26  -0.923863E-27
 100   0.239124E+04   0.433414E-25   0.119714E-26  -0.921983E-27   0.433396E-25   0.119816E-26  -0.921443E-27   0.433388E-25   0.120568E-26  -0.921428E-27   0.433397E-25   0.120464E-26  -0.921947E-27
 101   0.358686E+04   0.434496E-25   0.120037E-26  -0.924063E-27   0.434481E-25   0.120116E-26  -0.923750E-27   0.434473E-25   0.120114E-26  -0.923734E-27   0.434466E-25   0.120868E-26  -0.923718E-27
 102   0.538029E+04   0.437351E-25   0.120583E-26  -0.937380E-27   0.437307E-25   0.120813E-26  -0.930041E-27   0.437291E-25   0.121654E-26  -0.929725E-27   0.437299E-25   0.120788E-26  -0.930249E-27
 103   0.807043E+04   0.441327E-25   0.122722E-26  -0.931507E-27   0.441389E-25   0.122026E-26  -0.938438E-27   0.441382E-25   0.122329E-26  -0.934738E-27   0.441404E-25   0.122030E-26  -0.938469E-27
 104   0.121056E+05   0.446317E-25   0.123302E-26  -0.949204E-27   0.446301E-25   0.123384E-26  -0.948880E-27   0.446293E-25   0.123382E-26  -0.948864E-27   0.446285E-25   0.123379E-26  -0.948848E-27
 105   0.181585E+05   0.451792E-25   0.124700E-26  -0.954987E-27   0.451780E-25   0.124812E-26  -0.960822E-27   0.451764E-25   0.124894E-26  -0.960496E-27   0.451756E-25   0.124842E-26  -0.952938E-27
 106   0.272377E+05   0.457687E-25   0.126370E-26  -0.974089E-27   0.457663E-25   0.126525E-26  -0.973038E-27   0.457655E-25   0.126523E-26  -0.973021E-27   0.457647E-25   0.126521E-26  -0.973005E-27
 107   0.408566E+05   0.463768E-25   0.128155E-26  -0.978873E-27   0.463771E-25   0.128181E-26  -0.978640E-27   0.463777E-25   0.128183E-26  -0.978652E-27   0.463782E-25   0.128184E-26  -0.978663E-27
 108   0.612848E+05   0.470031E-25   0.129886E-26  -0.992089E-27   0.470114E-25   0.129155E-26  -0.999452E-27   0.470123E-25   0.129158E-26  -0.999472E-27   0.470053E-25   0.129917E-26  -0.991896E-27
 109   0.919272E+05   0.476467E-25   0.131690E-26  -0.100543E-26   0.476473E-25   0.131692E-26  -0.100544E-26   0.476478E-25   0.130864E-26  -0.100545E-26   0.476481E-25   0.131733E-26  -0.101299E-26
 110   0.137891E+06   0.483019E-25   0.132270E-26  -0.102298E-26   0.482983E-25   0.132638E-26  -0.101875E-26   0.482985E-25   0.132638E-26  -0.101875E-26   0.482986E-25   0.132638E-26  -0.101876E-26
 111   0.300000E+06   0.495578E-25   0.135924E-26  -0.104753E-26   0.495563E-25   0.136092E-26  -0.104528E-26   0.495564E-25   0.136093E-26  -0.104529E-26   0.495565E-25   0.136093E-26  -0.104529E-26
